config,build?,reproducible?
0999,True,True
1000,True,True
1001,True,False
1002,True,True
1003,True,False
1004,True,True
1005,True,True
1006,True,True
1007,True,False
1008,False,True
1009,True,True
1010,False,True
1011,True,True
1012,True,True
1013,True,True
1014,True,True
1015,True,True
1016,True,True
1017,True,False
1018,False,True
1019,True,True
1020,True,False
1021,True,True
1022,True,True
1023,True,True
1024,True,True
1025,True,False
1026,True,True
1027,False,True
1028,False,True
1029,False,True
1030,True,True
1031,True,False
1032,True,False
1033,True,True
1034,False,True
1035,True,True
1036,True,True
1037,True,True
1038,True,False
1039,True,True
1040,False,True
1041,True,True
1042,True,True
1043,True,True
1044,True,False
1045,True,True
1046,True,False
1047,True,True
1048,True,False
1049,True,True
1050,True,True
1051,True,False
1052,False,True
1053,True,False
1054,False,True
1055,True,True
1056,True,True
1057,True,True
1058,True,False
1059,True,True
1060,True,True
1061,True,False
1062,True,False
1063,True,True
1064,True,False
1065,True,True
1066,True,True
1067,True,True
1068,True,False
1069,True,True
1070,True,True
1071,True,True
1072,True,False
1073,True,True
1074,True,False
1075,True,True
1076,True,True
1077,True,False
1078,True,True
1079,True,True
1080,True,False
1081,False,True
1082,True,False
1083,True,True
1084,True,True
1085,True,True
1086,True,True
1087,True,False
1088,True,True
1089,True,False
1090,True,False
1091,True,True
1092,True,False
1093,True,False
1094,True,True
1095,True,True
1096,True,True
1097,True,False
1098,True,False
1099,True,False
1100,True,True
1101,True,False
1102,True,False
1103,True,True
1104,True,True
1105,True,True
1106,True,True
1107,True,True
1108,True,True
1109,True,True
1110,True,True
1111,True,True
1112,True,True
1113,True,True
1114,True,False
1115,False,True
1116,True,True
1117,True,False
1118,True,True
1119,True,False
1120,True,False
1121,True,False
1122,True,False
1123,True,False
1124,True,True
1125,True,True
1126,True,True
1127,True,True
1128,True,False
1129,True,False
1130,True,True
1131,True,False
1132,True,False
1133,True,True
1134,True,True
1135,True,False
1136,True,False
1137,True,True
1138,True,False
1139,True,True
1140,True,True
1141,True,True
1142,True,False
1143,True,False
1144,True,False
1145,True,True
1146,True,True
1147,True,False
1148,True,False
1149,True,True
1150,True,True
1151,True,True
1152,True,True
1153,True,False
1154,True,False
1155,True,True
1156,False,True
1157,True,True
1158,False,True
1159,True,True
1160,True,True
1161,True,True
1162,True,False
1163,True,True
1164,True,False
1165,False,True
1166,True,True
1167,True,True
1168,True,False
1169,True,False
1170,True,True
1171,True,False
1172,True,True
1173,True,True
1174,True,False
1175,True,False
1176,True,False
1177,True,True
1178,True,True
1179,True,False
1180,True,False
1181,True,True
1182,True,True
1183,True,False
1184,True,False
1185,True,True
1186,True,False
1187,True,False
1188,True,False
1189,True,True
1190,True,False
1191,True,True
1192,True,True
1193,True,True
1194,False,True
1195,False,True
1196,True,False
1197,True,False
1198,True,False
1199,True,False
1200,False,True
1201,True,True
1202,True,True
1203,True,False
1204,True,False
1205,True,True
1206,True,True
1207,True,True
1208,True,False
1209,True,True
1210,True,False
1211,True,False
1212,True,True
1213,True,True
1214,True,True
1215,True,True
1216,False,True
1217,True,False
1218,True,True
1219,False,True
1220,True,True
1221,True,False
1222,False,True
1223,True,False
1224,True,False
1225,True,False
1226,True,False
1227,True,True
1228,False,True
1229,True,False
1230,True,False
1231,True,False
1232,True,True
1233,True,False
1234,True,False
1235,False,True
1236,False,True
1237,True,False
1238,True,True
1239,True,True
1240,True,True
1241,True,False
1242,True,True
1243,True,True
1244,True,False
1245,True,False
1246,True,True
1247,True,False
1248,True,True
1249,True,True
1250,True,True
1251,True,False
1252,True,False
1253,True,True
1254,True,False
1255,True,False
1256,True,True
1257,True,False
1258,True,False
1259,False,True
1260,True,True
1261,True,False
1262,True,True
1263,True,False
1264,False,True
1265,True,True
1266,True,True
1267,True,True
1268,True,False
1269,True,True
1270,True,True
1271,True,True
1272,True,True
1273,True,True
1274,True,True
1275,True,True
1276,True,True
1277,True,True
1278,True,False
1279,True,False
1280,True,True
1281,True,False
1282,True,False
1283,True,True
1284,True,False
1285,True,True
1286,True,False
1287,True,True
1288,True,True
1289,True,True
1290,True,False
1291,True,False
1292,True,True
1293,True,True
1294,False,True
1295,True,True
1296,True,True
1297,True,True
1298,True,True
1299,True,False
1300,True,False
1301,True,True
1302,True,False
1303,True,False
1304,True,True
1305,True,False
1306,True,False
1307,True,False
1308,True,False
1309,True,False
1310,True,True
1311,True,False
1312,True,True
1313,True,False
1314,True,False
1315,True,False
1316,True,False
1317,True,True
1318,True,True
1319,True,False
1320,True,True
1321,True,True
1322,True,True
1323,True,False
1324,True,True
1325,False,True
1326,True,False
1327,True,False
1328,True,True
1329,True,True
1330,True,False
1331,True,True
1332,True,True
1333,True,True
1334,True,False
1335,True,True
1336,True,True
1337,True,False
1338,True,True
1339,True,False
1340,True,False
1341,True,False
1342,True,False
1343,True,False
1344,True,True
1345,True,True
1346,True,True
1347,True,True
1348,True,False
1349,True,False
1350,True,False
1351,True,True
1352,True,False
1353,True,False
1354,True,False
1355,True,False
1356,True,False
1357,True,False
1358,True,True
1359,True,False
1360,True,True
1361,True,True
1362,True,False
1363,True,False
1364,True,True
1365,True,True
1366,True,False
1367,True,True
1368,True,False
1369,True,False
1370,True,True
1371,True,False
1372,False,True
1373,True,False
1374,True,False
1375,True,True
1376,True,False
1377,True,True
1378,True,False
1379,True,True
1380,True,False
1381,True,False
1382,True,False
1383,True,True
1384,True,False
1385,False,True
1386,True,True
1387,True,True
1388,True,True
1389,True,True
1390,True,False
1391,True,False
1392,True,True
1393,True,True
1394,True,False
1395,True,False
1396,True,False
1397,False,True
1398,True,False
1399,True,False
1400,True,False
1401,True,True
1402,True,True
1403,True,False
1404,False,True
1405,True,False
1406,True,False
1407,True,False
1408,True,False
1409,True,True
1410,True,False
1411,True,True
1412,False,True
1413,True,True
1414,True,True
1415,True,True
1416,True,False
1417,True,False
1418,True,False
1419,True,False
1420,True,True
1421,True,False
1422,True,False
1423,False,True
1424,True,False
1425,True,True
1426,True,False
1427,True,True
1428,True,True
1429,True,True
1430,True,True
1431,True,False
1432,True,True
1433,True,False
1434,True,True
1435,True,False
1436,True,False
1437,True,True
1438,True,False
1439,True,False
1440,True,True
1441,True,True
1442,True,True
1443,True,False
1444,True,False
1445,True,True
1446,True,False
1447,True,False
1448,True,False
1449,True,True
1450,True,True
1451,True,False
1452,True,False
1453,True,False
1454,False,True
1455,True,True
1456,True,False
1457,True,True
1458,False,True
1459,True,True
1460,True,True
1461,True,True
1462,True,True
1463,True,True
1464,False,True
1465,True,True
1466,True,True
1467,True,True
1468,True,True
1469,True,True
1470,True,True
1471,True,False
1472,True,True
1473,True,False
1474,True,True
1475,True,True
1476,True,False
1477,True,True
1478,True,True
1479,True,False
1480,True,True
1481,False,True
1482,True,True
1483,True,False
1484,True,True
1485,True,True
1486,True,False
1487,True,True
1488,True,False
1489,True,False
1490,True,False
1491,False,True
1492,True,False
1493,True,True
1494,True,False
1495,True,False
1496,True,False
1497,True,True
1498,True,False
1499,True,False
1500,True,True
1501,True,True
1502,False,True
1503,False,True
1504,True,True
1505,True,False
1506,True,False
1507,True,True
1508,True,False
1509,True,False
1510,True,True
1511,True,True
1512,True,False
1513,True,True
1514,True,True
1515,True,False
1516,True,True
1517,True,True
1518,True,False
1519,True,False
1520,True,True
1521,True,False
1522,True,False
1523,True,True
1524,True,False
1525,True,False
1526,True,True
1527,False,True
1528,True,False
1529,True,False
1530,True,False
1531,True,False
1532,True,False
1533,True,False
1534,True,True
1535,False,True
1536,True,True
1537,True,False
1538,True,True
1539,True,False
1540,True,False
1541,True,True
1542,True,True
1543,True,False
1544,True,False
1545,True,True
1546,True,True
1547,False,True
1548,True,True
1549,False,True
1550,True,True
1551,True,False
1552,True,False
1553,True,True
1554,True,False
1555,False,True
1556,True,True
1557,True,True
1558,True,False
1559,True,False
1560,True,True
1561,True,True
1562,True,False
1563,True,False
1564,True,True
1565,True,True
1566,True,True
1567,True,True
1568,True,True
1569,False,True
1570,True,False
1571,True,False
1572,False,True
1573,True,True
1574,True,False
1575,True,True
1576,True,True
1577,True,True
1578,True,True
1579,True,False
1580,True,False
1581,True,False
1582,True,False
1583,True,True
1584,True,False
1585,True,False
1586,True,True
1587,True,True
1588,True,True
1589,True,True
1590,True,True
1591,False,True
1592,True,True
1593,True,False
1594,False,True
1595,True,False
1596,True,True
1597,True,False
1598,True,True
1599,True,False
1600,True,True
1601,True,False
1602,True,False
1603,True,False
1604,True,True
1605,True,False
1606,True,True
1607,True,True
1608,False,True
1609,True,False
1610,True,False
1611,True,True
1612,True,True
1613,True,False
1614,False,True
1615,True,False
1616,False,True
1617,True,True
1618,True,True
1619,True,False
1620,True,False
1621,True,False
1622,True,True
1623,True,False
1624,True,True
1625,True,True
1626,True,False
1627,True,True
1628,True,True
1629,True,False
1630,True,True
1631,True,True
1632,True,False
1633,True,True
1634,True,True
1635,True,True
1636,True,False
1637,True,True
1638,True,True
1639,True,True
1640,True,False
1641,False,True
1642,True,False
1643,True,True
1644,True,True
1645,True,False
1646,True,True
1647,True,True
1648,True,False
1649,True,False
1650,True,False
1651,True,False
1652,True,False
1653,True,True
1654,False,True
1655,True,True
1656,True,False
1657,True,False
1658,True,True
1659,True,False
1660,True,True
1661,True,True
1662,True,False
1663,True,True
1664,True,True
1665,True,False
1666,True,False
1667,True,True
1668,True,False
1669,True,True
1670,True,False
1671,True,False
1672,True,False
1673,True,False
1674,True,True
1675,True,True
1676,True,False
1677,True,False
1678,True,True
1679,True,True
1680,True,True
1681,True,True
1682,True,False
1683,False,True
1684,True,False
1685,True,False
1686,False,True
1687,True,False
1688,True,True
1689,True,False
1690,True,True
1691,True,True
1692,True,False
1693,True,False
1694,True,False
1695,True,False
1696,True,False
1697,True,False
1698,True,False
1699,False,True
1700,True,False
1701,True,True
1702,True,True
1703,True,True
1704,True,True
1705,True,False
1706,True,False
1707,True,True
1708,True,False
1709,True,True
1710,True,True
1711,True,False
1712,True,False
1713,True,True
1714,True,True
1715,True,True
1716,True,False
1717,True,False
1718,True,False
1719,True,True
1720,True,True
1721,False,True
1722,True,True
1723,True,True
1724,True,False
1725,True,False
1726,False,True
1727,True,False
1728,True,False
1729,True,True
1730,True,False
1731,True,False
1732,True,False
1733,True,False
1734,True,False
1735,True,True
1736,False,True
1737,True,True
1738,True,True
1739,True,False
1740,True,True
1741,True,False
1742,True,True
1743,True,False
1744,True,True
1745,True,True
1746,True,True
1747,True,False
1748,True,False
1749,True,False
1750,True,False
1751,True,True
1752,True,False
1753,False,True
1754,True,True
1755,True,True
1756,False,True
1757,True,True
1758,True,True
1759,True,True
1760,True,True
1761,False,True
1762,True,True
1763,True,False
1764,True,True
1765,True,True
1766,False,True
1767,True,True
1768,True,False
1769,True,True
1770,True,False
1771,False,True
1772,True,False
1773,True,False
1774,False,True
1775,True,True
1776,True,False
1777,True,True
1778,True,False
1779,True,True
1780,True,False
1781,True,False
1782,True,True
1783,True,True
1784,False,True
1785,False,True
1786,True,False
1787,True,True
1788,True,True
1789,True,False
1790,True,True
1791,True,True
1792,False,True
1793,True,False
1794,False,True
1795,False,True
1796,True,False
1797,True,True
1798,True,False
1799,True,True
1800,True,True
1801,True,False
1802,True,False
1803,True,False
1804,True,True
1805,False,True
1806,True,True
1807,True,False
1808,True,True
1809,True,True
1810,True,False
1811,False,True
1812,True,False
1813,True,False
1814,True,True
1815,True,True
1816,True,False
1817,True,True
1818,True,True
1819,True,True
1820,True,False
1821,True,False
1822,True,False
1823,True,True
1824,True,False
1825,True,False
1826,False,True
1827,True,True
1828,True,False
1829,True,True
1830,True,False
1831,True,False
1832,True,False
1833,True,False
1834,True,True
1835,True,False
1836,True,True
1837,False,True
1838,True,False
1839,True,True
1840,True,True
1841,True,False
1842,False,True
1843,True,False
1844,True,True
1845,True,True
1846,True,False
1847,True,False
1848,True,True
1849,True,False
1850,True,False
1851,True,True
1852,True,False
1853,True,True
1854,True,True
1855,True,False
1856,True,True
1857,True,True
1858,True,False
1859,True,True
1860,True,True
1861,True,True
1862,True,True
1863,True,True
1864,True,True
1865,True,True
1866,True,True
1867,True,False
1868,True,True
1869,True,False
1870,True,False
1871,True,False
1872,True,True
1873,True,True
1874,True,True
1875,True,False
1876,True,True
1877,False,True
1878,True,True
1879,True,True
1880,True,True
1881,False,True
1882,True,False
1883,False,True
1884,True,False
1885,True,False
1886,True,True
1887,True,True
1888,True,True
1889,True,False
1890,True,False
1891,False,True
1892,True,False
1893,True,True
1894,True,True
1895,True,True
1896,True,True
1897,True,False
1898,True,True
1899,True,True
1900,False,True
1901,False,True
1902,True,True
1903,True,False
1904,True,True
1905,True,True
1906,True,True
1907,True,False
1908,True,True
1909,True,True
1910,True,True
1911,False,True
1912,True,True
1913,True,False
1914,True,False
1915,True,False
1916,True,False
1917,True,False
1918,True,True
1919,True,True
1920,False,True
1921,True,True
1922,True,True
1923,True,False
1924,False,True
1925,True,True
1926,True,True
1927,True,True
1928,True,True
1929,True,False
1930,True,True
1931,True,True
1932,True,False
1933,True,True
1934,False,True
1935,True,True
1936,True,False
1937,True,False
1938,True,False
1939,True,False
1940,True,False
1941,True,False
1942,True,False
1943,True,True
1944,True,False
1945,True,False
1946,False,True
1947,True,True
1948,True,False
1949,True,False
1950,True,False
1951,True,True
1952,True,False
1953,True,True
1954,True,True
1955,True,False
1956,True,True
1957,True,True
1958,True,False
1959,True,True
1960,False,True
1961,True,False
1962,True,True
1963,True,False
1964,True,True
1965,True,True
1966,True,True
1967,True,True
1968,True,False
1969,True,False
1970,True,True
1971,True,False
1972,True,False
1973,True,False
1974,True,True
1975,True,False
1976,True,True
1977,True,True
1978,False,True
1979,True,True
1980,True,True
1981,False,True
1982,True,True
1983,True,True
1984,True,True
1985,True,False
1986,True,True
1987,True,False
1988,True,False
1989,True,False
1990,True,True
1991,True,True
1992,False,True
1993,True,True
1994,True,False
1995,True,False
1996,True,True
1997,True,True
1998,True,False
1999,True,True
2000,True,True